"A new study has found that there is little downside for large organizations to enter into long-term naming rights agreements with sports arenas and stadiums.

Why? Customers’ abilities to differentiate between teams and the sponsors::: says #Auburn professor Brian L. Bourdeau. #WarEagle

OCM.AUBURN.EDU
Auburn professors’ research shows stadium naming rights have little risk for sponsors",7/24/2020 20:05,"https://
yellowhammernews
.com/
auburn-professor
-f-every-single
-cop/","https://
yellowhammernews
.com/
auburn-professor
-f-every-single
-cop/
?fbclid=IwAR3N_n
45QYdKhjirfsR40
Ul1Jx6X7xXenS2G
BHS5sdWzI2jZP47
4yx5RJcQ","So what have you to say about this?! As a HONORABLE retired LEO I can say I am highly offended and will be taking Auburn off our list of potential colleges for my daughter. Very sad to see you allow your teaching staff to spew such random hate and words of violence.

https://
www.facebook.com
/1171857185/
posts/
1022256310232424
4/?d=n","https://
www.thecollegefi
x.com/
incoming-auburn-
u-prof-wont-say
-school-chant-b
ecause-it-conta
ins-the-word-wa
r/",Sell the naming rights for these buildings named after traitors and racists: Boyd Hall::: Broun Hall::: Broun Residence Hall::: Comer Hall::: Graves Amphitheater::: Graves Hall::: Langdon Hall::: Samford Hall and Tichenor Hall.,Don’t even think about it.,He needs to research making more seats or more parking.,Dont mess with it!!!,The amount of people who think this has ANYTHING to do with Auburn renaming anything makes me weep for humanity.,Auburn better not rename our college stadium for money! Seriously.,Heck no! Just stop!,How much money was wasted on that research,No reason to re-name Jordan Hare Stadium. Not no but heck no.,I will not attend a stadium with a big name sponsor.,Little benefit I would guess as well.,Nope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beatriz Carmona is researching how circadian rhythms::: essentially patterns of gene expression::: are changed in the body due to Western-diet induced obesity in our latest Student Research Spotlight.

This spotlight series recognizes great research by #Auburn students::: both at the graduate and undergraduate levels. #WarEagle

Read more about Beatriz: https://cws.auburn.edu/ovpr/pm/researchsymposia/student/2020Spot_BCarmona",7/24/2020 15:48,"So what have you to say about this?! As a HONORABLE retired LEO I can say I am highly offended and will be taking Auburn off our list of potential colleges for my daughter. Very sad to see you allow your teaching staff to spew such random hate and words of violence.

https://
www.facebook.com
/1171857185/
posts/
1022256310232424
4/?d=n",That sounds very interesting and Worthwhile.,"I really like this research topic!
I would love to read her conclusions when she completes her research.
War Eagle!🦅",War Eagle!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"“During my time at #Auburn and through my involvement on Auburn’s campus::: I have learned how to interview::: how to think on my feet::: how to be flexible and adaptable::: how to communicate with different types of people::: how to work through conflicts and disagreements::: and how to lead meetings.”

#WarEagle

OCM.AUBURN.EDU
Years of campus involvement have given Thomas tools for success",7/23/2020 20:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Looking for Comet #NEOWISE?

#Auburn physics professors Dennis Bodewits and Edward Thomas Jr. have tips for how locals can get out and see the solar system body before it’s too late!

☄️: https://ocm.auburn.edu/experts/2020/07/220835-comet-neowise.php #ExpertAnswers",7/22/2020 19:13,Ryan Hardy,Ben Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""I'm deeply honored and humbled to represent Auburn and the Southeastern Conference on the NACDA Executive Committee."" - Allen Greene

#WarEagle

AUBURNTIGERS.COM
Auburn’s Allen Greene Named to NACDA Executive Committee for 2020-21 - Auburn University Athletics",7/22/2020 15:41,"So what have you to say about this?! As a HONORABLE retired LEO I can say I am highly offended and will be taking Auburn off our list of potential colleges for my daughter. Very sad to see you allow your teaching staff to spew such random hate and words of violence.

https://
www.facebook.com
/1171857185/
posts/
1022256310232424
4/?d=n",AUsome Nd grad doing big things at auburn!,Congratulations,Congrats and War Eagle!!!!!,"Congratulations
!! We::: the Auburn Family ::: are very proud of you!","Congratulations
!!! You will represent well. WDE!!!",War Eagle!!,"Congratulations
!",So glad you will be there! Proud you are at Auburn.,"War Eagle Congratulations
.",War 🦅,"Congratulations
and war eagle","Congratulations
::: Sir.","Congratulations
!!!!! WDE.",AUsome!!,Allen Greene will represent Auburn well! WDE!,Great choice! WDE,War Eagle!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guided by recommendations from the CDC and the Alabama Public Health::: #Auburn has created a comprehensive health and safety plan for our entire community.

Learn more: http://ahealthieru.auburn.edu/_assets/pdf/re-entry-plan-operations-20200710.pdf",7/21/2020 20:48,"https://
l.facebook.com/
l.php?u=https%3A
%2F%2Fwww.breit
bart.com%2Ftech
%2F2020%2F07%2F
31%2Fauburn-afr
ican-american-l
iterature-profe
ssor-fck-every-
single-cop%2F&h
=AT29NVF5mg33FB
PFlYC_y40ak_6zp
o2tt-KJQjNwazKz
tW8mKmlGUYEPgLe
2KQx-Ud141NAKIc
olAsP13XYF2VU-5
MXHxvgKC35PUMt7
_wxq5i57Ly4XvrD
q6YH70b3w0xatIU
Fn5PQ_DP8&s=1","Auburn University::: do you plan to revise your COVID-19 student testing given new recommendations
? CDC recommendations
are evolving as the science is evolving. As of July 24th::: CDC now recommends 10 days of isolation for mild to severe cases from the onset of symptoms (not 14)::: and 10-20 days for severe cases.
""Duration of isolation and precautions
""For most persons with COVID-19 illness::: isolation and precautions can generally be discontinued 10 days after symptom onset1 and resolution of fever for at least 24 hours::: without the use of fever-reducing medications::: and with improvement of other symptoms.
A limited number of persons with severe illness may produce replication-com
petent virus beyond 10 days that may warrant extending duration of isolation and precautions for up to 20 days after symptom onset; consider consultation with infection control experts."" and ""For all others [those not severely immunocompromis
ed]::: a test-based strategy is no longer recommended except to discontinue isolation or precautions earlier than would occur under the strategy outlined in Part 1::: above."" https://
www.cdc.gov/
coronavirus/
2019-ncov/hcp/
duration-isolati
on.html?fbclid=
IwAR3SvefAFr0DX
OjjAjj5qBQORKLt
BJOTSeyB9QmzkbX
Vyn8T1CKCyBrfFe
s",I am Hopeful All of Lee County will be wise,Has anything changed in here or is it the same plan already distributed?,Beth Heyser Lakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We're continuing to recognize great research by #Auburn students::: both at the graduate and undergraduate levels with our Student Research Spotlight.

This week we're highlighting Samuel Leiva::: who is working on his master’s degree in poultry science in the College of Agriculture at Auburn University. #WarEagle

Read more about Samuel: https://cws.auburn.edu/ovpr/pm/researchsymposia/student/2020Spot_SLeiva",7/20/2020 21:33,A great young man with a very bright future!!!! WDE!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Auburn Tigers
18 July 2020 г.::: 11:39 ·

‪Remembering the life and legacy of an American hero::: civil rights icon and native Alabamian::: Rep. John Lewis.
‪Honored to hear his inspiring message in Atlanta in December 2017. ‬",7/18/2020 21:15,RIP Herman Cain,This wonderful man risked his life every day for equal rights.,Please stop with the whole virtue signaling Auburn.,Why the love for this guy. He made an ad for Fulton County commish that if you voted against him that the whites in North Fulton would turn the dogs loose on black residents of Atlanta. He also voted to impeach Trump. What did he do during his 30+ career in Congress??,Did he attend Auburn?,Didn't he die thank God several months ago,He was our moral compass.,🙏 for his family - Rest In Peace,"❤️❤️❤️🇺🇸🇺🇸🇺🇸#AmericanGreatne
ss ❤️🇺🇸🇺🇸🇺🇸",Prayers for the family,😢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Details on the “Testing for Alabama” initiative can also be found here: http://ocm.auburn.edu/newsroom/news_articles/2020/07/161653-covid19-screening-tests.php

Auburn University Parent & Family Association
17 July 2020 г.::: 13:18 ·

The Frequently Asked Questions (FAQ) for A Healthier U have been updated to reflect some of our most popular questions regarding COVID-19 testing. To read more visit: ahealthieru.auburn.edu and read more under Frequently Asked Questions > Students > COVID-19 Testing.

We are continuing to return calls::: emails::: and comments. Thank you for your continued patience.",7/17/2020 21:49,Emily Calabro Michael Calabro,I am sure that kind of thing has happened in every state more than once,A home test... how can they guarantee the student is taking the test!,Can I get tested at my doctor’s office?,Students will get an email next week and there will be instructions on how to order a home test.,What will be done with the testing information? If a huge proportion of students tests positive::: will that impact operations? (Seems like it should),How do we request at home test kit?,Yea::: so in Texas today they removed 3:::484 cases from the case count because they weren't confirmed. In Florida::: there were 300 sites where every test was positive. But I'm sure nothing like that will happen in Alabama.,When can we request the at home test kit if we are out of state and are set to start classes before main campus?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"☀️ “Energy from the sun::: at least in our lifetime::: is limitless.

I want to come up with new and clever ways of designing molecules so they can store more energy. Then::: an engineer can come along and put that molecule in the battery and study how it can be cycled. It’s just a no-brainer::: and I think we have to move more and more in the direction of renewable energy.” #WarEagle

OCM.AUBURN.EDU
Auburn chemistry professor’s research aims to advance more efficient use of solar energy",7/17/2020 20:52,🦅,Proud!,Keep up the research ! War Eagle!,Very impressive. War Eagle!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Auburn will conduct COVID-19 screening tests for all students who will be on campus this fall as part of the university’s comprehensive plans for a safe and healthy semester.

Auburn joins the state’s other public higher education institutions as a participant in Governor Kay Ivey’s “Testing for Alabama” initiative.

Testing will be led by the Alabama Public Health and UAB - The University of Alabama at Birmingham::: with costs covered by CARES Act funding made available by the State of Alabama.

Learn more: https://ocm.auburn.edu/newsroom/news_articles/2020/07/161653-covid19-screening-tests.php",7/16/2020 22:21,"Are you a politician::: engineer::: doctor::: football player::: musician::: model::: graduate / student::: poor and need money and power?::: or do you have it in mind expanding your business? or seeking protection beyond physical? Do not miss this *GOLD OPPORTUNITY* to become a member of the *Illuminati Organization*::: we will remove it from the *grass root* and we will take it to a *greater height* if you are aspired to be::: and together we will rule the world with the great power and powerful of the *Illuminati* Contact the available Initiating GrandMaster now via

WhatsApp Now.....

+1(336) 934-4666",Oh no,Took our daughter to dorms yesterday. No signage for masks at dorms::: no signage about limiting people on elevators::: no one monitoring masks at all! Not good,Do they still have to be tested since you’re doing Online classes?,The problem is NOT school it’s the students going to bars next to campus and they really need to be shut down .,Emily Calabro,Can someone from Auburn tell me if online classes will be offered for Fall 2020? It is crazy that we are less than 1 month away from the start of school and I am unable to get an answer to this simple question.,Ruchira Mathur very true! I’ll give it to them::: at least they’re trying! there are definitely hard choices to be made for the unforeseeable future::: but i think they’re trying to make everyone as comfortable as possible if they make the decision to return to normal classes!,Can OOS have the test done in their home state shortly before arriving in Auburn and provide results?,You can thank the MSM for the fear they created here. Young people::: without serious health conditions do fine and the treatment regimens have vastly improved::: hence the decrease in mortality. When swine flu (H1N1) infected 60:::000:::000::: the previous admin stopped testing. No schools were closed.,Opening a whole new can of worms ...good luck on this adventure...,What if we have been working on campus and we have been recently tested?,Hope students will also wear masks::: social distance & wash/sanitize their hands. Tests are great::: but you can test negative one day & be exposed the next. Learn safely!,"Whether you agree or not::: what concerns me as new to Auburn is the way this is being handled. The communication is vague and timing is way too late. It doesn’t give me confidence in the administration.
Feels like an after thought or being done for some other reason. More - clear- information ASAP please!",Higher Education is about to have a HUGE price drop in tuition. They’ve raped us for the “college” experience because the education I got for $360.00 a quarter is the same that they are paying $10k a semester. The experience was actually better back then. It’s going to be a huge wake up call that’s going to last for at least 2 years.,Oh all the Karen’s must be so excited.,Jennifer Hughes Bobbitt,It’s in the community’s best interest to know who tested positive.,I’m happy we are having on campus classes. Take the proper precautions and everything will be fine. It is too expensive for tuition to not be on campus getting the Auburn experience. We do not learn online. We need interaction with the professors. This is great for students’ academic success. Let’s hope for a normal spring semester!,Does this mean Beard Eaves Coliseum will be open for testing 7-25? And do we need an appointment?,An individual could test negative one day and then turn around and test positive the next day. There are examples of false positives as well as false negatives. Given all the ambiguity surrounding COVID; we don’t even know the long term effects::: the risk in reopening is too high. I do want kids to return to campus and continue their education::: but with all the unknowns::: it is becoming a very difficult decision to make.,I strongly support this approach. Test everyone before classes start to get a baseline and see how many kids arrive in Auburn positive. This allows them and anyone they’ve come onto contact with to quarantine for 10 days. I know there are risks to teachers and admin::: but the majority of college students who get this will get a mild case and then have the antibodies. If they follow the guidelines and stay home when they’re infectious::: as well as wear masks::: the risk to teachers is greatly minimized.,I was required to get a physical and have a negative TB test before I attended Auburn back in 2000. I can't see any difference with this policy. I do agree with some posting here that it's hard to get a test in some locations::: and that needs to be addressed for sure.,So online classes will be offered for those who test positive? If not::: what happens when half the college has it a month or two in? The people who have it when tested at the beginning will be screwed out of a semester and the rest of the campus will continue online. So smart. 👏,Dylan Koger,This is crazy!!! How can you even consider this? Postpone to at least January! You are putting students::: teachers::: etc at risk. Why would you even take the risk of having someone on campus and then test positive? TBH I have better and more options for healthcare where we are Vs sending my child there!! And what exactly does this mean? Do I have the get my child tested here in FL before move in day ? Do I have to get tested there? When? How? Parents already have their travel plans made! If a kid tests pos then what is the procedure? Can they start online?,There is no easy answer to getting our kids back on campus. There needs to be clarification to this process especially for oos students who will not be back until 14/15th. What kind of testing? Is it rapid testing::: spit testing::: nasal swab? Parents need more information. I would feel better if the tests were more reliable. You can have a positive one day and the next a negative. Makes a difference when you’re paying a lot of money to send your kid to school and then They may be quarantined and not even have it.,"“Protocol for test administration.
.. details in the coming weeks”.
So how are all the out-of-state kids supposed to get tested without knowing the protocol? Many are arriving in the first week of August for Sorority recruitment::: band::: etc. we need to know protocol details within the week. Please send more details.",Auburn University- what is your plan for students who arrive beginning July 31 for ore recruitment but aren’t living on campus? Are you saying they have to get tested tomorrow? Please clarify a bit more.,Hoping self administered swab tests are reliable,Band students need more clarification. My son is supposed to move in on Aug. 2 and start band camp. That puts him as needing a test in the next couple of days.,Kade Beasley,Thank you for putting health and safety first for our kids.,Keep in mind we're testing for something with less than .01% mortality rate::: especially among college age people. That's what the science says anyway...we used to care about data.,Please provide guidance for OOS students who will not be in state until move in day. Please be aware that testing guidance varies from state to state. My state is not recommending testing for asymptomatic individuals with no known exposure. Also if you test::: they recommend quarantining until test results which can take 10-14 days because we have a shortage of supplies at our labs.,It hurts but hey worth it to know.,I think this is awesome. They are thinking about the safety as health of all our students. If you don’t want to get tested stay home. I want my child safe and healthy. Do your job. Also wear a mask,You are required to wear a seatbelt so you will be safe. You are required to get a Covid test to make sure you are well. Why does everyone say the government is controlling you. It seems the government is caring for you. Appreciate it.,Erin Stanford,"What do you do with a student that is on Internship out of state and will not return until
It’s less than 14 days prior to start of classes?",Sorry but Auburn shouldn’t be opening at all. Shame on the administration for not having the courage and foresight to postpone opening or just go virtual.,Does the testing have to be done at the designated Auburn location or any of the locations within the state ?,While I'm all for facemasks and social distancing::: I'm not sure testing will help much. Today's negative can be a positive in just a day or two.,Heather Avery Brantley,The test results are so backed up that results are taking two weeks to get. It is a waste unless they get the rapid test and do it just before they come to move in,Look Covid is a real thing and I’m worried... but I don’t see how testing every student is helpful and is a potential waste of money!! They can be negative and pick it up on the drive home ... doesn’t make sense,I cannot believe anyone would be opposed to this.,So the university is requiring covid testing as a requirement for admission? And then randomly testing them throughout the year?,The release is a bit confusing... Do students have to be tested 14 days before going on campus or any time less than 14 days (as in::: 2 days before?),So wait...you're forcing COVID testing on all students?,Excellent,Richard Burt Ben Farrow Wes Collins Eric Wetzel,Tibor Michael Klein,Anslee Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Because of the many scales of policy implementation around microplastics—international::: national::: regional and local—there are significant challenges to getting all actors to work together to lessen #microplastic spills into the environment.

Private companies must act to lessen nurdle spills in production and transport phases::: and local and state governments have the most power to work with companies to tighten microplastic security along the supply chain where leaks into coastal waters occur most.” #WarEagle

OCM.AUBURN.EDU
Auburn professor helps lead ‘Nurdle Patrol:::’ a multinational citizen science project on microplastics spanning the Gulf of Mexico",7/16/2020 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
